,date,NFCI,21dma,200dma,fc_signal
354,1996-05-16,-0.70647,-0.6970733333333333,-0.74460425,0.0
355,1996-05-17,-0.7153,-0.6979428571428572,-0.7446419,0.0
356,1996-05-20,-0.7153,-0.6990866666666667,-0.7446795499999999,0.0
357,1996-05-21,-0.7153,-0.7002304761904762,-0.7447172000000001,0.0
358,1996-05-22,-0.7153,-0.7013742857142857,-0.74475485,0.0
359,1996-05-23,-0.7153,-0.7025180952380952,-0.7447925000000001,0.0
360,1996-05-24,-0.72148,-0.7039561904761905,-0.7448229,0.0
361,1996-05-27,-0.72148,-0.7053366666666667,-0.7448533,0.0
362,1996-05-28,-0.72148,-0.7067171428571429,-0.7448836999999999,0.0
363,1996-05-29,-0.72148,-0.7080976190476191,-0.7449141,0.0
364,1996-05-30,-0.72148,-0.7094780952380952,-0.7449445,0.0
365,1996-05-31,-0.72391,-0.7109742857142857,-0.7449624,0.0
366,1996-06-03,-0.72391,-0.7122052380952381,-0.7449803,0.0
367,1996-06-04,-0.72391,-0.7134361904761904,-0.7449981999999999,0.0
368,1996-06-05,-0.72391,-0.7146671428571428,-0.7450161,0.0
369,1996-06-06,-0.72391,-0.7158980952380952,-0.745034,0.0
370,1996-06-07,-0.72182,-0.7170295238095239,-0.74503635,0.0
371,1996-06-10,-0.72182,-0.7177604761904762,-0.7450387,0.0
372,1996-06-11,-0.72182,-0.7184914285714287,-0.7450410500000001,0.0
373,1996-06-12,-0.72182,-0.719222380952381,-0.7450434,0.0
374,1996-06-13,-0.72182,-0.7199533333333333,-0.7450457500000001,0.0
375,1996-06-14,-0.71759,-0.7204828571428572,-0.7450378500000001,0.0
376,1996-06-17,-0.71759,-0.7205919047619048,-0.7450299499999999,0.0
377,1996-06-18,-0.71759,-0.7207009523809523,-0.74502205,0.0
378,1996-06-19,-0.71759,-0.72081,-0.74501415,0.0
379,1996-06-20,-0.71759,-0.7209190476190477,-0.74500625,0.0
380,1996-06-21,-0.71218,-0.7207704761904763,-0.7449916000000001,0.0
381,1996-06-24,-0.71218,-0.720327619047619,-0.74497695,0.0
382,1996-06-25,-0.71218,-0.7198847619047619,-0.7449623,0.0
383,1996-06-26,-0.71218,-0.7194419047619048,-0.74494765,0.0
384,1996-06-27,-0.71218,-0.7189990476190476,-0.7449330000000001,0.0
385,1996-06-28,-0.70798,-0.7183561904761905,-0.74492565,0.0
386,1996-07-01,-0.70798,-0.7175976190476191,-0.7449182999999999,0.0
387,1996-07-02,-0.70798,-0.7168390476190476,-0.7449109499999998,0.0
388,1996-07-03,-0.70798,-0.7160804761904762,-0.7449036000000001,0.0
389,1996-07-04,-0.70798,-0.7153219047619048,-0.74489625,0.0
390,1996-07-05,-0.70558,-0.7144490476190477,-0.74490075,0.0
391,1996-07-08,-0.70558,-0.7136757142857143,-0.74490525,0.0
392,1996-07-09,-0.70558,-0.712902380952381,-0.7449097499999999,0.0
393,1996-07-10,-0.70558,-0.7121290476190476,-0.7449142499999999,0.0
394,1996-07-11,-0.70558,-0.7113557142857143,-0.74491875,0.0
395,1996-07-12,-0.7062,-0.7106119047619048,-0.7449323000000001,0.0
396,1996-07-15,-0.7062,-0.7100695238095238,-0.74494585,0.0
397,1996-07-16,-0.7062,-0.7095271428571428,-0.7449594,0.0
398,1996-07-17,-0.7062,-0.7089847619047619,-0.74497295,0.0
399,1996-07-18,-0.7062,-0.708442380952381,-0.7449865,0.0
400,1996-07-19,-0.71119,-0.708137619047619,-0.74501475,0.0
401,1996-07-22,-0.71119,-0.7080904761904762,-0.745043,0.0
402,1996-07-23,-0.71119,-0.7080433333333334,-0.7450712500000001,0.0
403,1996-07-24,-0.71119,-0.7079961904761904,-0.7450995,0.0
404,1996-07-25,-0.71119,-0.7079490476190476,-0.7451277499999999,0.0
405,1996-07-26,-0.71972,-0.7083080952380952,-0.74516845,0.0
406,1996-07-29,-0.71972,-0.7088671428571429,-0.74520915,0.0
407,1996-07-30,-0.71972,-0.7094261904761905,-0.74524985,0.0
408,1996-07-31,-0.71972,-0.7099852380952382,-0.74529055,0.0
409,1996-08-01,-0.71972,-0.7105442857142856,-0.74533125,0.0
410,1996-08-02,-0.72965,-0.7115761904761906,-0.7453757499999999,0.0
411,1996-08-05,-0.72965,-0.7127223809523809,-0.7454202500000001,0.0
412,1996-08-06,-0.72965,-0.7138685714285714,-0.74546475,0.0
413,1996-08-07,-0.72965,-0.715014761904762,-0.7455092499999999,0.0
414,1996-08-08,-0.72965,-0.7161609523809525,-0.7455537500000001,0.0
415,1996-08-09,-0.74078,-0.717837142857143,-0.7455937,0.0
416,1996-08-12,-0.74078,-0.7194838095238095,-0.74563365,0.0
417,1996-08-13,-0.74078,-0.7211304761904762,-0.7456735999999999,0.0
418,1996-08-14,-0.74078,-0.7227771428571429,-0.74571355,0.0
419,1996-08-15,-0.74078,-0.7244238095238096,-0.7457535,0.0
420,1996-08-16,-0.74893,-0.7264585714285714,-0.7457728,0.0
421,1996-08-19,-0.74893,-0.7282557142857143,-0.7457920999999998,0.0
422,1996-08-20,-0.74893,-0.7300528571428572,-0.7458113999999999,0.0
423,1996-08-21,-0.74893,-0.73185,-0.7458307,0.0
424,1996-08-22,-0.74893,-0.7336471428571428,-0.7458499999999999,0.0
425,1996-08-23,-0.7531,-0.7356428571428572,-0.7458436500000001,0.0
426,1996-08-26,-0.7531,-0.737232380952381,-0.7458373,0.0
427,1996-08-27,-0.7531,-0.7388219047619048,-0.74583095,0.0
428,1996-08-28,-0.7531,-0.7404114285714286,-0.7458246000000002,0.0
429,1996-08-29,-0.7531,-0.7420009523809524,-0.7458182499999999,0.0
430,1996-08-30,-0.75275,-0.7435738095238096,-0.74578145,0.0
431,1996-09-02,-0.75275,-0.7446738095238095,-0.74574465,0.0
432,1996-09-03,-0.75275,-0.7457738095238096,-0.7457078500000001,1.0
433,1996-09-04,-0.75275,-0.7468738095238096,-0.74567105,1.0
434,1996-09-05,-0.75275,-0.7479738095238095,-0.7456342499999999,1.0
